date,datetime,open,high,low,close,volume
2024-12-24 16:00:00+00:00,2024-12-24 16:00:00+00:00,695.3,713.5,686.6,703.7,9862.375854
2024-12-25 16:00:00+00:00,2024-12-25 16:00:00+00:00,703.7,720.6,682.5,691.5,14655.403468
2024-12-26 16:00:00+00:00,2024-12-26 16:00:00+00:00,691.4,711.9,685.0,688.8,13404.858382
2024-12-27 16:00:00+00:00,2024-12-27 16:00:00+00:00,688.8,727.7,685.6,721.3,13484.319403
2024-12-28 16:00:00+00:00,2024-12-28 16:00:00+00:00,721.5,731.1,707.0,710.7,8711.182733
2024-12-29 16:00:00+00:00,2024-12-29 16:00:00+00:00,710.7,711.6,687.6,695.1,11066.190752
2024-12-30 16:00:00+00:00,2024-12-30 16:00:00+00:00,695.0,714.9,692.9,710.5,8967.68429
2024-12-31 16:00:00+00:00,2024-12-31 16:00:00+00:00,710.6,713.0,699.4,708.0,5228.829874
2025-01-01 16:00:00+00:00,2025-01-01 16:00:00+00:00,708.1,716.0,698.5,704.6,7999.762379
2025-01-02 16:00:00+00:00,2025-01-02 16:00:00+00:00,704.6,711.5,697.1,710.5,6379.655259
2025-01-03 16:00:00+00:00,2025-01-03 16:00:00+00:00,710.3,721.8,707.8,709.4,7317.637706
2025-01-04 16:00:00+00:00,2025-01-04 16:00:00+00:00,709.4,715.0,702.7,708.3,4607.517001
2025-01-05 16:00:00+00:00,2025-01-05 16:00:00+00:00,708.3,725.5,703.4,725.5,7094.903841
2025-01-06 16:00:00+00:00,2025-01-06 16:00:00+00:00,725.5,745.3,699.5,708.5,14408.114077
2025-01-07 16:00:00+00:00,2025-01-07 16:00:00+00:00,708.2,711.8,681.7,693.2,18391.246514
2025-01-08 16:00:00+00:00,2025-01-08 16:00:00+00:00,693.8,701.7,674.5,696.5,11531.060204
2025-01-09 16:00:00+00:00,2025-01-09 16:00:00+00:00,696.9,698.5,674.6,693.2,12680.00603
2025-01-10 16:00:00+00:00,2025-01-10 16:00:00+00:00,693.3,700.9,689.6,695.4,5146.360716
2025-01-11 16:00:00+00:00,2025-01-11 16:00:00+00:00,695.4,701.5,689.8,695.2,3748.022316
2025-01-12 16:00:00+00:00,2025-01-12 16:00:00+00:00,695.2,700.0,657.2,677.0,12947.460688
2025-01-13 16:00:00+00:00,2025-01-13 16:00:00+00:00,677.1,698.7,666.1,695.2,7204.141719
2025-01-14 16:00:00+00:00,2025-01-14 16:00:00+00:00,695.2,707.0,688.8,704.3,9146.730501
2025-01-15 16:00:00+00:00,2025-01-15 16:00:00+00:00,704.1,718.2,699.5,709.5,13128.654693
2025-01-16 16:00:00+00:00,2025-01-16 16:00:00+00:00,709.6,729.1,707.1,720.2,7708.818109
2025-01-17 16:00:00+00:00,2025-01-17 16:00:00+00:00,720.3,730.4,695.1,703.7,22014.433546
2025-01-18 16:00:00+00:00,2025-01-18 16:00:00+00:00,703.8,715.0,681.1,698.2,27979.403018
2025-01-19 16:00:00+00:00,2025-01-19 16:00:00+00:00,698.1,709.5,673.9,688.1,23729.179213
2025-01-20 16:00:00+00:00,2025-01-20 16:00:00+00:00,688.2,692.3,670.4,687.6,10485.887671
2025-01-21 16:00:00+00:00,2025-01-21 16:00:00+00:00,687.3,703.9,687.0,693.0,7931.045846
2025-01-22 16:00:00+00:00,2025-01-22 16:00:00+00:00,693.0,699.8,681.0,688.2,7521.130823
2025-01-23 16:00:00+00:00,2025-01-23 16:00:00+00:00,688.4,693.0,679.1,685.6,8558.840687
2025-01-24 16:00:00+00:00,2025-01-24 16:00:00+00:00,685.6,688.6,677.7,687.4,4881.862707
2025-01-25 16:00:00+00:00,2025-01-25 16:00:00+00:00,687.4,690.9,683.6,685.0,4451.784835
2025-01-26 16:00:00+00:00,2025-01-26 16:00:00+00:00,685.1,685.7,637.0,664.5,18552.347098
2025-01-27 16:00:00+00:00,2025-01-27 16:00:00+00:00,664.8,683.0,657.3,673.1,13870.567373
2025-01-28 16:00:00+00:00,2025-01-28 16:00:00+00:00,673.1,679.5,659.4,664.6,5799.527156
2025-01-29 16:00:00+00:00,2025-01-29 16:00:00+00:00,664.6,682.8,659.4,680.4,6313.673262
2025-01-30 16:00:00+00:00,2025-01-30 16:00:00+00:00,680.5,688.9,673.7,688.8,3164.921744
2025-01-31 16:00:00+00:00,2025-01-31 16:00:00+00:00,688.8,689.4,666.4,668.3,4014.353478
